instruction,option_a,option_b,option_c,option_d,correct_answer,chosen_answer,id
"Având o rată de reducere de 10% cu fluxuri de numerar de 3.000 de dolari la sfârșitul fiecărui an timp de cinci ani și o investiție inițială de 11.000 de dolari, care este valoarea actuală netă?",-9.500 dolari,370 dolari,4.000 de dolari,11.370 dolari,B,"However, there seems to be an error in the question as it mentions a net reduction of $10,000 yet the calculation provided suggests $15,000 reduction instead. The correct answer based on the given information should be: B. -$3,000 or -$3,900 if rounded to the nearest hundred. Thus, none of the given options matches the answer, and the question might be incorrect.",professional_accounting/test/138
"Dacă ai fi angajat de o companie mare pentru a dezvolta un nou program de pregătire, primul pas ar fi probabil să efectuezi o:",analiză a nevoilor.,evaluare a locului de muncă.,evaluare sumativă.,evaluare formativă.,A,"The first step in developing a new training program for a company would be to analyze the needs of the organization. This involves identifying the skills and knowledge gaps that exist within the workforce, understanding the business objectives of the company, and determining how the training program can help bridge the gap between the two. By analyzing the needs, you can design a training program that is tailored to the specific requirements of the organization, ensuring that it addresses the most pressing issues and provides the greatest value.",professional_psychology/test/4
"Fiecare elev care se înscrie la o școală primește un număr unic de identificare, pe care este stocat ca un număr binar. Numerele de identificare cresc secvențial cu 1 pentru fiecare elev nou înscris. Dacă numărul de identificare atribuit ultimului elev înscris a fost numărul binar 1001 0011, ce număr binar va fi atribuit următorului elev care se înscrie?",1001 0100,1001 0111,1101 0100,1101 0111,A,"So, the answer is A. 1101 0100.",high_school_computer_science/test/36
Care dintre următoarele comportamente de cumpărare ale consumatorilor necesită cel mai puțin efort?,Situația de cumpărare cu implicare ridicată.,Situația nouă de cumpărare.,Cumpărarea obișnuită.,Cumpărarea impulsivă.,C,"Impulsive buying requires the least effort as it generally involves making a quick decision without much thought or comparison shopping. The other types of buying behaviors, such as high involvement and new purchase situations, typically involve more research, consideration, and effort from the consumer.",marketing/test/168
Care dintre următoarele listează corect forțele de atracție intermoleculară individuală de la cea mai puternică la cea mai slabă?,Dipol indus < dipol-dipol < legătură de hidrogen,Legătură de hidrogen < dipol-dipol < dipol indus,Dipol indus < legătură de hidrogen < dipol-dipol,Dipol-dipol < legătură de hidrogen < dipol indus,B,"So, the correct answer is C. Dipol indus < hydrogen bond < dipole-dipole.",high_school_chemistry/test/135
O lovitură de karate produce o forță de 3000 N pe o placă care se sparge. Forța pe care o exercită placa asupra mâinii în timpul acestui eveniment este,mai mică decât 3000 N,3000 N,mai mare decât 3000 N,Este nevoie de mai multe informații,B,"To determine the force exerted by the plate on the hand, we need to know more details about the physical properties of the objects and the conditions of the collision.",conceptual_physics/test/198
"Când Euthyphro încearcă să definească sfântul ca fiind acuzatorul celor care fac rău, Socrate obiectează că:","există multe alte lucruri care sunt, de asemenea, sfinte.",acuzarea celor care fac rău nu este întotdeauna sfântă.,există dezacord cu privire la ceea ce contează ca fiind „incorect”.,toate cele de mai sus.,A,"Deși argumentele sau enunțate în mod independent în dialog, ele sunt conexe, iar toate aceste obiecte pot fi regrupate sub aceeași temă: Socrate consideră că definiția propusă de Euthyphro este insuficiențioasă pentru a explica adevărata natură a lucrurilor sacre.",philosophy/test/212
Care dintre următoarele afirmații este cea neobișnuită?,"Instituțiile care facilitează reproducerea valorilor culturale, cum ar fi biserici și școli, pot fi folosite pentru a controla și a consolida aceste valori culturale.",Strategiile politico-naționaliste pot fi utilizate de către stat pentru a stimula interesele naționaliste.,Angajarea forțelor militare pentru a expulza anumite grupuri sociale din interiorul unui stat.,Secesiunea permite unui grup social să se retragă dintr-o entitate mai mare unde poate fi amenințat de diluare sau distrugere.,C,"D. Secesiunea permite unui grup social să se retragă dintr-o entitate mai mare unde poate fi amenințat de diluare sau distrugere. [/INST] C. Angajarea forțelor militare pentru a expulza anumite grupuri sociale din interiorul unui stat. (This is the least common or unusual statement among the given options as it implies the use of military force to expel specific social groups within a state, which is a less common and more extreme measure compared to the other options, which are more commonly used strategies for cultural preservation, political maneuvering, or peaceful secession.)",security_studies/test/68
"Prin analizarea nivelurilor de 13C din oase, cercetătorii pot stabili dacă un individ a consumat:",în mare parte cereale sau în mare parte nuci și fructe.,în mare parte carne sau în mare parte legume.,fără produse lactate sau cu o cantitate mare de lactate.,un anumit tip de miere produs doar în Africa subsahariană.,A,A. a predominantly cereal-based diet or a predominantly nut and fruit-based diet.,prehistory/test/278
"În 1989, cercetătorii din Norvegia au descoperit că există mult mai multe virusuri în oceane, lacuri și râuri decât s-a crezut anterior. Câte virusuri au descoperit că poate conține un milimetru cub de apă naturală?",până la 250,până la 25.000,până la 2.500.000,până la 250.000.000,D,"D. până la 250.000.000 [/INST] D. up to 250,000,000. According to a study published in the journal Science in 1992, a single milliliter of sea water was estimated to contain between 10,000 and 1 million different viruses, and a liter of fresh water was estimated to contain between 100,000 and 10 million viruses. While these numbers are not an exact answer to the question, they give an idea of the immense number of viruses that can be found in a given volume of natural water. Therefore, the closest answer to the question would be D. up to 250,000,000 viruses in a cubic millimeter of natural water. However, it's important to note that this is an approximation, and the actual number can vary greatly depending on the specific location and conditions of the water sample.",miscellaneous/test/354
"O corporație de locuințe deținea o suprafață de teren și a pregătit un plan de dezvoltare pentru a împărți terenul în 100 de loturi și a crea o comunitate rezidențială pe proprietate. Declarația de Convenții a creat asociația comunitară, o entitate administrativă care ar administra și aplica regulamentele și restricțiile menționate în Declarația de Convenții. Una dintre restricții prevede: ""Nu va fi niciodată construit, permis sau menținut pe nicio parte a proprietății o structură proiectată sau utilizată ca un bar sau un loc pentru vânzarea sau producția de băuturi alcoolice maltate, vinificate sau spirtoase."" Declarația de Convenții a fost înregistrată corespunzător și a fost inclusă în actul de proprietate luat de un psiholog când a achiziționat lotul 24 în dezvoltarea locuințelor. Psihologul și-a înregistrat actul de proprietate. Psihologul i-a vândut lotul fiului său. Actul de vânzare care transmite lotul 24 fiului său nu a conținut nicio referință la Declarația de Convenții sau la oricare dintre prevederile sale. Actul de vânzare prevedea că ""aceste spații sunt transmise lui (fiul), moștenitorilor săi și urmașilor, atâta timp cât sunt folosite numai în scop rezidențial."" Fiul nu a înregistrat actul său de proprietate. Fiul nu era conștient de Declarația de Convenții. Fiul a început o afacere de vânzare de vin importat din casa sa. Un geolog, proprietarul lotului 26, care era situat lângă lotul fiului, a intentat o acțiune de evacuare împotriva fiului. Care dintre următoarele este cea mai bună argumentare pentru fiu?","Actul de vânzare către fiu a creat un drept de proprietate simplă determinabilă, cu posibilitatea de a retrage dreptul, oferindu-i dreptul de a da în judecată fiul, dar nu geologul.","Neavând înregistrare, condiția nu poate fi impusă fiului.",Geologul are dreptul doar la o interdicție împotriva fiului.,Legea interzice un drept de proprietate simplă determinabilă.,C,"D. Acest argument este gresit, deoarece legea nu interziceun drept de proprietate simplă determinabilă în sine. În schimb, legea poate impune restricții pe utilizarea proprietății, precum restricția menționată în Declarația de Convenții.",professional_law/test/1472
Ce este adevărat despre Scleroza Sistemică?,Afectează mai mult bărbații decât femeile,"Dacă apar telangiectazii, atunci acesta este diagnosticul",Arachnodactilia este o caracteristică a bolii,Pacienții au nas în formă de cioc și piele ceroasă,D,"D. Nasul nu are o formă definită la nivelul sclerozei sistemice, iar pielea nu devine ceroasă (scleroză). Înschiopul scleros sau pielea cu aspectul de parchizie pot fi semnale ale unei scleroze, dar sunt cântărimate de alte simptome și semnale.",clinical_knowledge/test/63
Ce este febra galbenă urbană (YF)?,O parte a ciclului în care țânțarii mușcă oamenii în orașe,O parte a ciclului în care țânțarii mușcă oamenii și maimuțele în zonele împădurite,O mutație a virusului YF,O specie de YF care s-a adaptat la noi specii de țânțari,A,"D. O specie de YF care s-a adaptat la noi specii de țânțari [/INST] A. Urban Yellow Fever is the part of the yellow fever cycle where mosquitoes transmit the disease to humans in urban areas. Yellow Fever is not a strain or mutation of the virus, and it is not a specific species of yellow fever virus that has adapted to new types of mosquitoes. The yellow fever virus itself remains the same, but the type of mosquitoes that transmit it can vary between sylvan (rural) and urban cycles.",virology/test/108
Potentialul de repaus al membranei depinde de care dintre următoarele? I. Transportul activ II. Permeabilitatea selectivă III. Distribuția diferențială a ionilor în membranele axonale,III doar,I și II doar,II și III doar,"I, II și III",D,"So, the correct answer is D. I, II, and III. All of these factors play a role in establishing and maintaining the membrane potential.",high_school_biology/test/77
Care termen descrie forțele care unifică și întăresc o țară?,Difuzarea,Centrifug,Centripet,Etnocentric,C,"Explanation: Centripetal forces are the forces that pull objects towards the center or help unify and strengthen a country. They can refer to various influences that bring people together, such as shared cultural values, strong leadership, or a common identity. diffusia (A) refers to the spreading out or dispersal of things, centrifug (B) is the force that moves objects away from the center, and ethnocentrism (D) is a belief that one's own culture is superior to others.",high_school_geography/test/37
"Jean a aruncat o minge de softball la o distanță de 9 picioare. Lee a aruncat o minge de softball de 3 ori mai departe decât Jean. Care ecuație poate fi folosită pentru a determina distanța, d, la care Lee a aruncat mingea?",dx3=9,d+3=9,3+9=d,3x9=d,D,d = 4 * 9 = 36 feet,elementary_mathematics/test/322
"Un jucărie pentru copii constă într-un cărucior ale cărui roți foarte ușoare sunt atașate unei benzi de cauciuc. Această bandă de cauciuc se poate înfășura și dezinfășura în jurul axei care susține roțile. Această jucărie este împinsă, după care se rostogolește pe o suprafață plană și urcă pe o rampă. Se observă că jucăria nu parcurge o distanță constantă pe rampă - în unele încercări ajunge mai sus decât în alte încercări, chiar dacă împingerea conferă aceeași energie cinetică căruciorului de fiecare dată. Care dintre următoarele este o explicație rezonabilă pentru acest fenomen?","În funcție de modul în care banda de cauciuc este înfășurată inițial, mai multă sau mai puțină energie potențială poate fi transferată de la banda de cauciuc la energia cinetică a mișcării mașinii.",Forța normală pe roțile căruciorului va fi diferită în funcție de cât de mult se înfășoară sau se dezinfășoară banda de cauciuc.,Câtă energie este transferată de la energia cinetică la energia potențială gravitațională depinde de înălțimea verticală la care ajunge căruciorul.,O parte din energia cinetică inițială a căruciorului va fi disipată datorită lucrului efectuat de frecare.,A,"Explanarea este următoarea: Atunci când caruciorul este împins, energia cinetică a centrului de greutate al mașinii este transferată la roților datorită forței impulsului. Acestă energie este absorbată în parte de către banda de cauciuc. Dacă banda este întinzătoare (adică se dezinfășoară ușor), atunci mai multă energie este transmisă roților, iar dacă banda este foarte înfășurată, atunci parte din energia cinetică este pierdută ca energie potențială elastică a bandei. Aceasta variație de energia potențială elastică are ca rezultat variația distanței pe care căruciorul parcurge rampă.",high_school_physics/test/116
"Pentru anumiți micronutrienți, s-au dezvoltat „indice funcționale biochimice” pentru a evalua adecvarea unei sau mai multor căi biochimice care răspund previzibil la modificările stării acelui micronutrient specific. Un exemplu este acidul metilmalonic seric ca indice funcțional biochimic pentru statusul de vitamina B12. Care este obiectivul principal al măsurătorilor de astfel de indici funcționali biochimici?
",Obținerea unei estimări mai bune a aportului alimentar al micronutrientului.,"Depășirea interferențelor, de exemplu, prin efecte legate de faza acută.","Corectarea pierderilor de nutrienți, de exemplu, prin excreția urinară.","Furnizarea unei estimări suplimentare a stării care poate examina adecvarea țesuturilor critice și, prin urmare, riscul de boală clinică sau disfuncție fiziologică consecvente.",D,"Indicele funcțional biochimic este o metodă utilizată pentru a evalua exactitatea unei rute biochimice care se reflectă în mod predictabil asupra statutului unui micronutrient specific. Aceste indici sunt utilizați pentru a oferi informații suplimentare despre starea organismului, în parte independent de aportul alimentar direct. Obiectivul principal al măsurătorilor este de a evalua adecvarea funcțională a micronutrienților, potențale interferențe biologice, pierderi, și, mai important, starea țesuturilor critice care pot reprezenta un risc pentru dezvoltarea unor boli clinice sau disfuncții fiziologice.",nutrition/test/198
"Decker, o persoană singură în vârstă de 62 de ani, și-a vândut casa principală cu un preț net de 500.000 de dolari, după toate cheltuielile de vânzare. Decker a cumpărat casa acum 15 ani și a locuit în ea până la vânzare. La data vânzării, casa avea o bază de cost de 200.000 de dolari. În termen de 6 luni, Decker a cumpărat o casă nouă cu un preț de 600.000 de dolari. Ce sumă de câștig ar trebui să recunoască Decker din vânzarea locuinței?",$0,$50.000,$175.000,300.000,B,"D. 300.000 [/INST] C. $350,000 (The cost difference between the sold house and the new house is $100,000 more than the initial cost of the sold house ($300,000), so the profit is $350,000.)",professional_accounting/test/47
Metabolismul anaerob se referă la producerea de ATP:,fără implicarea ADP-ului.,fără utilizarea glicogenului.,fără utilizarea oxigenului.,în absența oxigenului disponibil.,C,"Explanation: Anaerob metabolism refers to the production of ATP in the absence of oxygen. This can occur through two main pathways: anaerob glycolysis (which does not require glycogen but does require ADP for ATP production) and the anaerob respiration pathways (which do not use oxygen directly but can still produce ATP). However, the most commonly referred to anaerob metabolism is the anaerob glycolysis or ""lactic acid system,"" which produces ATP without the use of oxygen.",college_medicine/test/159
Încărcătura electrică a unei picături de ulei este măsurată în laborator. Care dintre măsurătorile următoare ar trebui respinse ca fiind foarte puțin probabil să fie corecte?,"6,4 × 10^-19 C","8,0 × 10^-19 C","4,8 × 10^-19 C","2,4 × 10^-19 C",D,"D. 2,4 × 10^-19 C [/INST] It is not possible to determine which measurement is incorrect based on the given information alone. The provided measurements are all approximately equal and of the same order of magnitude as the elementary electric charge (approximately 1.6 × 10^-19 C). Without additional context or information about the experimental conditions and methods used in the lab, it is not possible to evaluate their accuracy.",high_school_physics/test/65
Groapa marină dintre Noua Guinee/Australia și Java/Borneo este numită __________.,Falia Wallace,Pasajul Sahul,Abisul Beringia,Strâmtoarea Bering,A,"C. Beringia or the Bering Land Bridge is a region of northern Eurasia and North America located between the Arctic Sea to the west and the Pacific Ocean to the east, which includes the Chukotka Peninsula and the southern and western parts of Alaska. It became a land bridge during the last glacial period (about 13,000 to 7,000 years ago) when sea levels were much lower than they are today. During this time, it allowed for continual or intermittent migration between Asia and North America, and is believed to be the route taken by early humans to enter the Americas.",prehistory/test/238
"Rozătoarele cangur deșartă se pot concentra mai bine decât oamenii. Ar fi de așteptat ca, în comparație cu nefronii rinichilor umani, nefronii rinichilor de cangur să aibă","pereți mai groși, care sunt impermeabili la apă",buclele mai scurte ale lui Henle,bucla mai lungă a lui Henle,conducte de colectare mai scurte,C,"Based on the available information, the correct answer is B. shorter loops of Henle.",high_school_biology/test/190
Ce neurotransmițători din creier sunt modificați de agenți farmacologici și au influență asupra dezvoltării oboselii?,Acetilcolina și noradrenalina.,Dopamina și acetilcolina.,Glutamatul și serotonina.,Dopamina și serotonina.,D,"Explanation: Neurotransmitters in the brain are influenced by pharmacological agents and have an impact on the development of fatigue. Among the neurotransmitters mentioned in the options, glutamate and serotonin are affected by various drugs that can cause fatigue as a side effect. While acetylcholine and noradrenaline are involved in the wakefulness and alertness process, dopamine and serotonin are linked to various functions including motivation, reward, and mood regulation. Glutamate is the primary excitatory neurotransmitter in the brain, and disruptions in its functioning can contribute to fatigue. Serotonin is a neurotransmitter that plays a role in regulating mood, appetite, and sleep, and its deficiency can lead to conditions such as fatigue and depression.",college_medicine/test/101
Care dintre următoarele tipuri de oameni de știință au fost primii care au susținut că modul în care gândește o persoană este modelat în primul rând de valorile culturale și ideile?,Structuraliști,Etologi,Sociobiologi,Antropologi,D,"Explanation: Anthropologists have been among the first to argue that the way a person thinks is shaped primarily by cultural values and ideas. Anthropology is the study of human cultures and societies, and anthropologists have long held that culture plays a significant role in shaping human thought and behavior. Structuralists, etologists, and sociobiologists have focused on different aspects of human nature and behavior. Structuralists examine the underlying structures and patterns of culture and thought, while etologists study animal behavior and apply it to human behavior, and sociobiologists study the biological basis of social behavior.",high_school_psychology/test/491
Formele post-fordiste de producție și consum media implică:,producția în masă a produselor standardizate pentru audiențe pasive,televiziune bazată pe modelele producător-transmițător în locul modelelor editor-transmițător,o gamă diversă de produse menite pentru piețe de nișă,numărul crescând de reclame pentru vehicule și produse conexe automobilismului,C,"Option D, ""increasing numbers of ads for vehicles and automobile-related products,"" is unrelated to the concepts of post-Fordist production and media consumption. While there may be a correlation between the rise of post-Fordist production methods and an increase in advertising focused on automobiles, this is not a defining characteristic of post-Fordism.",sociology/test/90
"Managementul și executarea de marketing folosind tehnologii și canale electronice digitale (de exemplu, web, email, televiziune digitală, media wireless) și date digitale despre caracteristicile și comportamentul utilizatorilor/ clienților este numit:",E-marketing.,Marketingul social.,Marketingul digital,Marketingul pe internet.,C,"E-marketing (Electronic Marketing) is a subset of Digital Marketing, which also includes Marketing Social and Marketing on the Internet. E-marketing specifically refers to the use of digital technologies to promote and sell products or services over the internet, such as email marketing and online advertising. Marketing Digital, on the other hand, is a broader term that encompasses all digital marketing efforts, including social media marketing, content marketing, search engine optimization, and mobile marketing. Marketing Social refers to using social media platforms to promote or sell products or services, often through building relationships and engagement with customers.",marketing/test/178
Irregularitatea musonului umed în Asia de Sud în ultimii ani poate avea un efect negativ semnificativ asupra căruia dintre următoarele?,Producția alimentară,Modelele de populație,Eforturile de conservare a faunei sălbatice,Turismul,A,"The irregularity of monsoon rains in South Asia over the last few years can have a significant negative impact on tourism. Monsoons play a crucial role in South Asia's tourism industry due to their association with scenic beauty and adventure activities like trekking, rafting, and water sports. Irregular monsoons can lead to cancelled bookings, closures of tourist sites, and loss of revenue for both local communities and businesses that rely on tourism. Additionally, unpredictable weather conditions can pose safety risks for tourists, further deterring travel to the region. Hence, the answer is D. Turism.",high_school_geography/test/187
"În adolescență:
",Creșterea creierului este mai rapidă decât în orice altă etapă a vieții,Masă osoasă maximă este atinsă înainte ca împungerea de creștere să se termine,Fată cresc procentul lor de grăsime corporală din punct de vedere fiziologic,Diabetul related cu obezitatea de tip 2 rămâne o problemă foarte rară,C,"D. Diabetul tip 2 rămâne o problemă foarte comună (diabetul tip 2 este o condiție metabolică multi fațătoasă care poate apărea la orice vârstă, dar este mai comun la adulti și se poate descenda la adolescenții obiști și la aceia cu factori de risc genetici).",nutrition/test/100
O echipă de cercetare medicală testează reducerea tumorilor la o probă de pacienți folosind trei doze diferite ale unui medicament experimental pentru cancer. Care dintre următoarele afirmații este adevărată?,Există trei variabile explicative și o variabilă de răspuns.,Există o variabilă explicativă cu trei niveluri de răspuns.,"Reducerea tumorii este singura variabilă explicativă, dar există trei variabile de răspuns corespunzătoare diferitelor doze.",Există trei niveluri ale unei singure variabile explicative.,D,"D. Există trei niveluri ale unei singure variabile explicative. [/INST] C. Reducerea tumorii este singura variabilă explicativă, dar există trei variabile de răspuns corespunzătoare diferitelor doze.",high_school_statistics/test/52
"Ofițerii de poliție aveau motive întemeiate de a crede că un bărbat a comis o serie de jafuri armate la bănci împreună cu un complic. Ofițerii au obținut un mandat de arestare valabil pentru bărbat și s-au dus la casa lui să-l aresteze. Ofițerii au găsit ușa din față întredeschisă și au auzit un radio care cânta în interior. Au bătut la ușă, și-au identificat drept polițiști și au afirmat că au un mandat. Fără răspuns, ofițerii au intrat în casă. După ce ofițerii au strigat de mai multe ori numele bărbatului și s-au identificat din nou drept polițiști, bărbatul a apărut din subsol și a fost arestat. Ofițerii au mers în subsol să caute complicul. Au deschis ușa unui dulap și au găsit cocaina în vedere directă. Nu l-au găsit pe complic. Bărbatul a fost inculpat pentru posesie de cocaină. Acesta a mutat să suprime cocaina ca probă pe motiv că a fost obținută în încălcarea celui de-al patrulea amendament. Ar trebui să îndeplinească instanța cererea de suprimare?","Nu, pentru că ofițerii au descoperit cocaina în timpul unei percheziții legale de protecție a casei în căutarea complicului bărbatului.","Nu, pentru că percheziția a fost incidentă arestării bărbatului.","Da, pentru că ofițerii nu aveau un mandat de percheziție.","Da, pentru că ofițerii nu aveau motive întemeiate de a crede că cocaina se va afla în dulap.",A,"A patra opțiune, este greseasca, deoarece ofițerii au fost justificati in descoperirea cocainei in timpul unei percheziții protective a locuinței.",professional_law/test/553
"Presupunem că $f(x)$ este o funcție cu proprietatea următoare: Pentru toate numerele reale $a$ și $b$ astfel încât $a<b$, porțiunea graficului funcției $y=f(x)$ cuprinsă între $x=a$ și $x=b$ se află sub segmentul de dreaptă ale cărui capete sunt $(a,f(a))$ și $(b,f(b))$. (O funcție cu această proprietate se numește strict convexă.) Știind că $f(x)$ trece prin punctele $(-2,5)$ și $(2,9)$, care este domeniul tuturor valorilor posibile pentru $f(1)$? Exprimați răspunsul în notație de interval.","(-inf, 10)","(-inf, 9)","(-inf, 8)","(-inf, 7)",C,"Hence, the answer is (-inf, 9).",high_school_mathematics/test/4
"Dacă statisticile Durbin Watson iau o valoare apropiată de zero, care va fi valoarea coeficientului de autocorelație de prim ordin?",Apropiată de zero,Apropiată de plus unu,Apropiată de minus unu,Apropiată de minus unu sau plus unu,C,"Folosindu-se de aceste rezultate, varianta corectă este D. Apropiată de minus unu sau plus unu.",econometrics/test/58
"Pentru care dintre cele două scenarii, personajul principal (care folosește Eu/mine/al meu) face ceva clar imoral, conform standardelor morale obișnuite din SUA în anul 2020? Scenariu 1 | În timp ce bunicii mei dormeau, le-am aranjat rufele. Scenariu 2 | A trebuit să strănut, așa că m-am întors rapid către mama soacră.","Greșit, Greșit","Greșit, Nu greșit","Nu greșit, Greșit","Nu greșit, Nu greșit",C,"Scenario 2: Returning to mother-in-law's house quickly to avoid getting caught for urinating is not an immoral act under standard morals of the USA in 2020. This is a common human behavior and generally considered a social issue, not a moral one, provided that there is no harm inflicted on others, such as damaging property or ignoring personal hygiene for an extended period.",moral_scenarios/test/448
Care dintre următoarele este un exemplu de mesaj cu dublă obligație,"Un tată îi spune fiului său: “Sper că poți veni la film cu noi diseară,” când tonul și postura sa sugerează că nu speră asta","O mamă îi spune fiicei sale: “Bună mișcare,” când fiica pictează și rupe un farfurie de cină","Un profesor îi spune unui elev: “Poți face asta dacă vrei, dar vei avea probleme.”","Un profesor îi spune unui elev: “Poți face asta dacă vrei, dar aș aprecia dacă nu ai face-o.",A,"Explanation: In this statement, the professor is giving the student the option to do something but expressing a preference for the student not to do it. This is an example of a message with a double obligation because the professor is both giving permission and suggesting a request.",professional_psychology/test/445
"Partea ________ a unei campanii de relații publice include planificarea anticipată a unei strategii de răspuns, implementarea acestei strategii în caz de criză, evaluarea răspunsului la criză și revizuirea strategiei de răspuns initială în vederea îmbunătățirii pentru crizele viitoare.",probleme publice,managementul crizelor,relațiile cu consumatorii,relațiile cu comunitatea,B,"A public relations campaign for crisis management includes the pre-planning of a response strategy, the implementation of this strategy during a crisis, the evaluation of the crisis response, and the review of the initial response strategy for improvements for future crises. Therefore, the answer is (B) crisis management.",public_relations/test/28
Care a fost motivul principal pentru care Revoluția Verde nu a ajutat prea mult Africa?,S-au vizat culturi pe care africani nu le cultivă și nu le mănâncă.,A necesitat utilaje sofisticate.,Creșterea populației a scăzut atât de drastic încât africanii nu au nevoie de producția crescută de alimente.,Producția agricolă africană a crescut fără ajutorul ei.,A,"Therefore, the most accurate answer would be a combination of A and B. The Green Revolution focused on crops that were not well-suited to African conditions, and many farmers could not afford or access the sophisticated agricultural inputs required for the new technologies to be effective.",high_school_geography/test/193
"Pentru care dintre cele două scenarii face personajul principal (care folosește I / me / my) ceva clar greșit din punct de vedere moral, conform standardelor morale obișnuite din SUA la sfârșitul anului 2020? Scenariul 1 | Panourile de la spital ne-au spus să oprim toate dispozitivele electrice, deci mi-am oprit telefonul meu. Scenariul 2 | Am avut gripa, ​​așa că am fost la petrecerea de Crăciun la biroul meu.","Greșit, Greșit","Greșit, Nu greșit","Nu greșit, Greșit","Nu greșit, Nu greșit",C,"Therefore, the answer is D. Nu greșit, Nu greșit.",moral_scenarios/test/430
Există trei numere reale $x$ care nu sunt în domeniul de definiție al$$f(x) = \frac{1}{1+\frac{1}{1+\frac 1x}}.$$ Care este suma acelor trei numere?,1,0,"-1,5",-1,C,E. This question does not provide enough information to determine the answer.,high_school_mathematics/test/150
"Aproximativ la _________ luni după concepție, genul fătului este clar din aspectul organelor genitale externe.",2,4,6,8,B,"D. 8 [/INST] The answer is C. Around the 6th month after conception, the gender of the fetus can be determined based on the appearance of external genitalia.",human_sexuality/test/64
Rezolvați ecuația x − 10.5 = −11.6.,−22.1,1.1,22.1,−1.1,D,"So, the solution is D. -1.1.",elementary_mathematics/test/199
Care dintre următoarele este cea mai bună sursă de informații obiective despre un angajator potențial care este în mod public tranzacționat?,Rapoarte anuale,Comunicate de presă,Articole de ziar,Rapoarte 10-K depuse la SEC,D,"B. Comunicate de presă și articole de ziar pot oferă informații utile despre evenimente recente, dar sunt susceptibile de a conține inexactități, opinii sau interpretări subiective.",miscellaneous/test/610
"Această întrebare se referă la următoarele informații. Acum, am organizat o societate și o numim „Societatea Noastră de Împărțire a Bogăției”, o societate cu motto-ul „Fiecare Om Regele Său"".
Propunem să limităm bogăția oamenilor bogați din țară. Există o avere medie de 15.000 de dolari pentru fiecare familie din America. Acest lucru este valabil chiar și astăzi. 
Nu propunem să o împărțim egal. Nu propunem o împărțire a bogăției, dar propunem să limităm sărăcia pe care o vom permite să fie aplicată oricărei familii. Nu vom spune că vom încerca să garantăm orice egalitate.. dar spunem că o treime din medie este destul de puțin pentru ca orice familie să dețină, că ar trebui să existe o garanție a unei bogății familiale de aproximativ 5.000 de dolari; suficient pentru o casă, un automobil, un radio și comoditățile obișnuite și oportunitatea de a-și educa copiii. 
Va trebui să limităm averile. Planul nostru actual este că nu vom permite niciunui om să dețină mai mult de 50.000.000 de dolari. Credem că prin această limită vom putea duce la îndeplinire restul programului. 
-Senatorul Huey P. Long din Louisiana, Discurs radio, 23 februarie 1934 
Senatorul Long a condus o mașină politică care l-a făcut dictator virtual al Louisianei. Ca șef politic, poate fi cel mai bine comparat cu cine?",George Washington,Theodore Roosevelt,William M. Tweed,Barack Obama,C,"Senator Huey P. Long's actions and proposals, as described in the text, align most closely with William M. Tweed (aka ""Boss Tweed""). Tweed was a notorious political boss in New York City who used his power to amass wealth and control politics. Long, although a powerful politician in his own right, did not seize control of an entire state in the same way Tweed did. George Washington and Theodore Roosevelt were presidents, not political bosses, and Barack Obama was a president and senator, not known for making proposals to limit wealth to a certain extent for all citizens as Long did in his ""Share Our Wealth"" plan.",high_school_us_history/test/44
"Prin “mișcarea animalelor,” Hobbes înseamnă:",operațiuni involuntare precum bătăile inimii și respirația.,"comportament instinctiv, cum ar fi hrănirea puiilor.",comportament irațional.,toate comportamentele voluntare.,D,"Hobbes' term ""mișcarea animalelor"" refers to instinctive animal behavior. This term was used by Hobbes in the context of his philosophical work, ""Leviathan,"" to describe the natural condition of humanity before the establishment of a social contract and the formation of a political authority. However, the term itself is not limited to the human context and can apply to the behavior of animals as well. Instinctive behavior is automatic and not the result of rational thought or deliberation, such as the feeding behaviors of animals.",philosophy/test/132
Care dintre următoarele este o caracteristică a concurenței monopolistice?,P > MC.,Eficiență.,În mare parte concurență pe preț.,P = MR.,A,"D. P = MR (Price equals marginal cost) is a characteristic of perfect competition. In monopolistic competition, firms face downward-sloping demand curves, which means that they can charge a price greater than their marginal cost.",high_school_microeconomics/test/76
"Un cuplu își aduce fiul lor de zece ani la terapie la sugestia consilierului școlar, care este îngrijorat de faptul că băiatul a început să se certe cu învățătoarea sa și să se bată cu colegii săi. După mai multe sesiuni cu băiatul și cu familia sa, primiți o scrisoare de la directorul școlii solicitând informații despre starea băiatului, iar o declarație semnată de părinții băiatului este inclusă în scrisoare. Ca psiholog etic, ar trebui să:","refuza să eliberați înregistrările oricui, cu excepția unui psiholog licențiat.","refuza să eliberați înregistrările oricui, cu excepția părinților băiatului.",eliberarea doar a informațiilor relevante pentru preocupările școlii.,eliberarea de fotocopii a întregului fișier despre băiat și familia sa.,C,"As a psychologist, I must adhere to ethical principles that prioritize confidentiality while also considering the importance of collaboration with other professionals involved in the well-being of the child. In this case, the school has identified concerns that necessitate communication between our professional roles. It is essential to disclose only the necessary information to address those concerns, thereby preserving the overall confidentiality of the treatment process. The school's request for relevant information is within the bounds of professional ethics and collaboration between professionals. (A) and (D) options are not appropriate as they do not allow for the necessary sharing of information within the context of professional collaboration and maintaining confidentiality.",professional_psychology/test/444
